city,osm_id,type,lat,lon,landuse,leisure,name
Port Harcourt,1484059500,way,4.9486822,6.9765121,farmland,,
Port Harcourt,1484059501,way,4.9480335,6.9761586,farmland,,
Port Harcourt,1489236515,way,4.8741201,7.1042769,farmland,,
Port Harcourt,19247749,relation,4.8598293,6.9884937,farmland,,
Port Harcourt,19247751,relation,4.8492755,7.0041524,farmland,,
Port Harcourt,770988124,way,4.8816259,6.977486,farmyard,,
Port Harcourt,771177054,way,4.8958454,6.9674458,farmyard,,
Port Harcourt,771265523,way,4.900185,7.002245,farmyard,,
Port Harcourt,771276180,way,4.9042449,7.0011152,farmyard,,
Port Harcourt,771699359,way,4.8703639,6.9608795,farmyard,,
Port Harcourt,771699363,way,4.878513,6.9620767,farmyard,,
Port Harcourt,771699375,way,4.8779527,6.9618757,farmyard,,
Port Harcourt,771700554,way,4.8715388,6.9612842,farmyard,,
Port Harcourt,771700827,way,4.8702774,6.9620243,farmyard,,
Port Harcourt,771700959,way,4.8700477,6.9614398,farmyard,,
Port Harcourt,771702156,way,4.9099436,6.9838419,farmyard,,
Port Harcourt,771702158,way,4.9100177,6.9834875,farmyard,,
Port Harcourt,771711874,way,4.8979893,7.003799,farmyard,,
Port Harcourt,7198806844,node,4.9082265,7.0059038,,garden,
Port Harcourt,770963863,way,4.8876483,6.9877218,,garden,
Port Harcourt,771149814,way,4.8612668,6.944161,,garden,
Port Harcourt,771405721,way,4.8784717,6.9968306,,garden,
Port Harcourt,777501571,way,4.8799988,6.9394725,,garden,
Port Harcourt,1410759654,way,4.9072486,6.9170462,,garden,
Port Harcourt,1410759655,way,4.9073975,6.9167756,,garden,
Port Harcourt,1412437010,way,4.9039997,6.92087,,garden,
Port Harcourt,1418686757,way,4.9053211,6.9208322,,garden,
Port Harcourt,10491705,relation,4.7755139,7.0164551,,garden,
